time,playID,playQuality,buffer_size
0.5,0,1,0
4.5,1,0,12
8.5,2,1,16
12.5,3,1,24
16.5,4,3,28
20.5,5,3,28
24.5,6,3,28
28.5,7,1,24
32.5,8,3,28
36.5,9,1,28
40.5,10,3,28
44.5,11,1,28
48.5,12,1,28
52.5,13,1,28
56.5,14,3,28
60.5,15,1,28
64.5,16,1,28
68.5,17,1,28
72.5,18,3,28
76.5,19,3,28
80.5,20,3,28
84.5,21,6,24
88.5,22,4,24
92.5,23,6,28
96.5,24,6,28
100.5,25,3,28
104.5,26,3,28
108.5,27,3,28
112.5,28,1,28
116.5,29,3,28
120.5,30,3,28
124.5,31,3,28
128.5,32,3,28
132.5,33,0,28
136.5,34,0,28
140.5,35,0,28
144.5,36,1,28
148.5,37,3,28
152.5,38,3,28
156.5,39,6,28
160.5,40,3,28
164.5,41,3,24
168.5,42,3,28
172.5,43,3,24
176.5,44,1,28
180.5,45,1,28
184.5,46,1,28
188.5,47,3,28
192.5,48,2,24
196.5,49,1,28
200.5,50,2,28
204.5,51,1,28
208.5,52,1,28
212.6,53,2,24
216.6,54,3,20
220.6,55,6,16
224.6,56,1,12
228.6,57,3,8
232.6,58,3,4
236.6,59,3,0
