time,playID,playQuality,buffer_size
0.5,0,1,0
4.5,1,0,12
8.5,2,1,12
12.5,3,2,16
16.5,4,3,28
20.5,5,4,28
24.5,6,3,28
28.5,7,3,28
32.5,8,2,28
36.5,9,2,28
40.5,10,2,28
44.5,11,1,28
48.5,12,3,28
52.5,13,3,28
56.5,14,6,28
60.5,15,3,28
64.5,16,3,28
68.5,17,3,28
72.5,18,3,28
76.5,19,3,24
80.5,20,3,28
84.5,21,6,28
88.5,22,3,24
92.5,23,6,28
96.5,24,6,28
100.5,25,3,28
104.5,26,6,28
108.5,27,2,28
112.5,28,1,28
116.5,29,2,24
120.5,30,3,28
124.5,31,1,28
128.5,32,1,28
132.5,33,1,28
136.5,34,1,28
140.5,35,1,28
144.5,36,2,28
148.5,37,3,28
152.5,38,1,28
156.5,39,3,24
160.5,40,1,28
164.5,41,3,28
168.5,42,3,28
172.5,43,3,28
176.5,44,1,24
180.5,45,1,28
184.5,46,3,28
188.5,47,3,28
192.5,48,1,28
196.5,49,3,28
200.5,50,3,28
204.5,51,3,28
208.5,52,1,24
212.5,53,1,24
216.5,54,1,20
220.5,55,3,16
224.5,56,2,12
228.5,57,2,8
232.5,58,3,4
236.5,59,3,0
