time,playID,playQuality,buffer_size
0.5,0,1,0
4.5,1,0,8
8.5,2,1,12
12.5,3,2,20
16.5,4,3,24
20.5,5,3,20
24.5,6,2,28
28.5,7,1,28
32.5,8,3,28
36.5,9,1,28
40.5,10,1,28
44.5,11,1,28
48.5,12,2,28
52.5,13,0,28
56.5,14,3,28
60.5,15,2,28
64.5,16,3,28
68.5,17,3,28
72.5,18,3,28
76.5,19,3,28
80.5,20,3,28
84.5,21,6,28
88.5,22,3,28
92.5,23,6,28
96.5,24,6,28
100.5,25,3,28
104.5,26,3,28
108.5,27,3,28
112.5,28,3,28
116.5,29,1,28
120.5,30,1,28
124.5,31,3,28
128.5,32,3,28
132.5,33,3,28
136.5,34,3,28
140.5,35,2,28
144.5,36,3,28
148.5,37,3,28
152.5,38,3,28
156.5,39,6,28
160.5,40,3,28
164.5,41,3,28
168.5,42,3,24
172.5,43,3,28
176.5,44,3,24
180.5,45,3,28
184.5,46,3,28
188.5,47,6,28
192.5,48,3,28
196.5,49,5,28
200.5,50,1,28
204.5,51,1,28
208.5,52,3,28
212.5,53,3,24
216.5,54,3,20
220.5,55,1,16
224.5,56,1,12
228.5,57,1,8
232.5,58,3,4
236.5,59,3,0
