time,playID,playQuality,buffer_size
0.5,0,1,0
4.5,1,0,8
8.5,2,0,16
12.5,3,2,24
16.5,4,0,28
20.5,5,1,28
24.5,6,2,24
28.5,7,1,24
32.5,8,1,28
36.5,9,1,24
40.5,10,0,24
44.5,11,1,28
48.5,12,1,28
52.5,13,1,28
56.5,14,3,28
60.5,15,3,28
64.5,16,2,28
68.5,17,0,28
72.5,18,1,28
76.5,19,0,28
80.5,20,1,28
84.5,21,3,28
88.5,22,6,28
92.5,23,6,28
96.5,24,6,28
100.5,25,3,28
104.5,26,3,28
108.5,27,3,28
112.5,28,3,28
116.5,29,3,28
120.5,30,3,28
124.5,31,3,28
128.5,32,3,28
132.5,33,3,28
136.5,34,3,28
140.5,35,3,28
144.5,36,3,24
148.5,37,3,28
152.5,38,3,28
156.5,39,3,28
160.5,40,3,28
164.5,41,3,28
168.5,42,3,28
172.5,43,6,28
176.5,44,3,28
180.5,45,3,28
184.5,46,3,28
188.5,47,3,24
192.5,48,3,28
196.5,49,3,28
200.5,50,3,28
204.5,51,3,28
208.5,52,3,28
212.5,53,3,24
216.5,54,4,20
220.5,55,2,16
224.5,56,3,12
228.5,57,3,8
232.5,58,3,4
236.5,59,3,0
