time,playID,playQuality,buffer_size
0.7,0,1,0
4.7,1,0,4
8.7,2,0,0
12.79,-1.0,-1.0,0
12.8,3,0,4
16.8,4,0,4
20.8,5,1,8
24.8,6,1,4
28.8,7,1,8
32.8,8,5,4
36.8,9,0,12
40.84,-1.0,-1.0,0
40.89,-1.0,-1.0,0
40.94,-1.0,-1.0,0
40.99,-1.0,-1.0,0
41.04,-1.0,-1.0,0
41.09,-1.0,-1.0,0
41.14,-1.0,-1.0,0
41.19,-1.0,-1.0,0
41.24,-1.0,-1.0,0
41.29,-1.0,-1.0,0
41.34,-1.0,-1.0,0
41.39,-1.0,-1.0,0
41.44,-1.0,-1.0,0
41.49,-1.0,-1.0,0
41.54,-1.0,-1.0,0
41.59,-1.0,-1.0,0
41.64,-1.0,-1.0,0
41.69,-1.0,-1.0,0
41.74,-1.0,-1.0,0
41.79,-1.0,-1.0,0
41.84,-1.0,-1.0,0
41.89,-1.0,-1.0,0
41.94,-1.0,-1.0,0
41.99,-1.0,-1.0,0
42.04,-1.0,-1.0,0
42.09,-1.0,-1.0,0
42.14,-1.0,-1.0,0
42.19,-1.0,-1.0,0
42.24,-1.0,-1.0,0
42.29,-1.0,-1.0,0
42.34,-1.0,-1.0,0
42.39,-1.0,-1.0,0
42.44,-1.0,-1.0,0
42.49,-1.0,-1.0,0
42.54,-1.0,-1.0,0
42.59,-1.0,-1.0,0
42.64,-1.0,-1.0,0
42.69,-1.0,-1.0,0
42.74,-1.0,-1.0,0
42.79,-1.0,-1.0,0
42.84,-1.0,-1.0,0
42.89,-1.0,-1.0,0
42.94,-1.0,-1.0,0
42.99,-1.0,-1.0,0
43.04,-1.0,-1.0,0
43.09,-1.0,-1.0,0
43.14,-1.0,-1.0,0
43.19,-1.0,-1.0,0
43.24,-1.0,-1.0,0
43.29,-1.0,-1.0,0
43.34,-1.0,-1.0,0
43.39,-1.0,-1.0,0
43.44,-1.0,-1.0,0
43.49,-1.0,-1.0,0
43.54,-1.0,-1.0,0
43.59,-1.0,-1.0,0
43.64,-1.0,-1.0,0
43.69,-1.0,-1.0,0
43.74,-1.0,-1.0,0
43.79,-1.0,-1.0,0
43.84,-1.0,-1.0,0
43.89,-1.0,-1.0,0
43.94,-1.0,-1.0,0
43.99,-1.0,-1.0,0
44.04,-1.0,-1.0,0
44.09,-1.0,-1.0,0
44.14,-1.0,-1.0,0
44.19,-1.0,-1.0,0
44.24,-1.0,-1.0,0
44.29,-1.0,-1.0,0
44.34,-1.0,-1.0,0
44.39,-1.0,-1.0,0
44.44,-1.0,-1.0,0
44.49,-1.0,-1.0,0
44.54,-1.0,-1.0,0
44.59,-1.0,-1.0,0
44.64,-1.0,-1.0,0
44.69,-1.0,-1.0,0
44.74,-1.0,-1.0,0
44.79,-1.0,-1.0,0
44.84,-1.0,-1.0,0
44.89,-1.0,-1.0,0
44.94,-1.0,-1.0,0
44.99,-1.0,-1.0,0
45.04,-1.0,-1.0,0
45.09,-1.0,-1.0,0
45.14,-1.0,-1.0,0
45.19,-1.0,-1.0,0
45.24,-1.0,-1.0,0
45.29,-1.0,-1.0,0
45.34,-1.0,-1.0,0
45.39,-1.0,-1.0,0
45.44,-1.0,-1.0,0
45.49,-1.0,-1.0,0
45.54,-1.0,-1.0,0
45.59,-1.0,-1.0,0
45.64,-1.0,-1.0,0
45.69,-1.0,-1.0,0
45.74,-1.0,-1.0,0
45.79,-1.0,-1.0,0
45.84,-1.0,-1.0,0
45.89,-1.0,-1.0,0
45.94,-1.0,-1.0,0
45.99,-1.0,-1.0,0
46.04,-1.0,-1.0,0
46.09,-1.0,-1.0,0
46.14,-1.0,-1.0,0
46.19,-1.0,-1.0,0
46.24,-1.0,-1.0,0
46.29,-1.0,-1.0,0
46.34,-1.0,-1.0,0
46.39,-1.0,-1.0,0
46.44,-1.0,-1.0,0
46.49,-1.0,-1.0,0
46.54,-1.0,-1.0,0
46.59,-1.0,-1.0,0
46.64,-1.0,-1.0,0
46.69,-1.0,-1.0,0
46.74,-1.0,-1.0,0
46.79,-1.0,-1.0,0
46.84,-1.0,-1.0,0
46.89,-1.0,-1.0,0
46.94,-1.0,-1.0,0
46.99,-1.0,-1.0,0
47.04,-1.0,-1.0,0
47.09,-1.0,-1.0,0
47.14,-1.0,-1.0,0
47.19,-1.0,-1.0,0
47.24,-1.0,-1.0,0
47.29,-1.0,-1.0,0
47.34,-1.0,-1.0,0
47.39,-1.0,-1.0,0
47.44,-1.0,-1.0,0
47.49,-1.0,-1.0,0
47.54,-1.0,-1.0,0
47.59,-1.0,-1.0,0
47.64,-1.0,-1.0,0
47.69,-1.0,-1.0,0
47.74,-1.0,-1.0,0
47.79,-1.0,-1.0,0
47.84,-1.0,-1.0,0
47.89,-1.0,-1.0,0
47.94,-1.0,-1.0,0
